symbol,signal_date,signal_time_et,entry_price,branch_label,position_size,tp_bps_used,sl_bps_used,exit_price,exit_time_et,exit_reason,minutes_held,gross_return_bps,net_return_bps,run_uuid
SMCI,2025-02-25,10:30,47.845,gap_open,1.0,75.0,100.0,47.36652335631563,10:31,SL,1,-92.57499999999868,-107.42499999999903,77416b6d-484c-4183-a8ca-310f42cf5926
SNDK,2025-02-25,10:30,50.18,gap_filled_half,0.5,50.0,150.0,50.43087163261874,11:08,TP,38,57.53749999999883,21.23124999999881,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-02-26,10:30,310.61,gap_open,1.0,75.0,100.0,312.9393989714891,10:30,TP,0,82.55625000000045,67.4437500000003,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-02-27,10:30,326.31,gap_filled_half,0.5,50.0,150.0,320.75925,19:00,TIME,0,-162.7286935735957,-88.73677094849623,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-02-27,10:30,46.78,gap_filled_half,0.5,50.0,150.0,47.01387355468125,10:31,TP,1,57.53749999999903,21.23124999999931,77416b6d-484c-4183-a8ca-310f42cf5926
SNDK,2025-02-27,11:30,47.34,gap_open,1.0,75.0,100.0,46.8665736375375,11:36,SL,6,-92.57500000000012,-107.42500000000102,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2025-02-28,10:30,101.45,gap_filled_half,0.5,50.0,150.0,99.92819379035937,12:42,SL,132,-142.61250000000075,-78.69375000000024,77416b6d-484c-4183-a8ca-310f42cf5926
LRCX,2025-02-28,10:30,77.82,gap_filled_half,0.5,50.0,150.0,76.65265688285625,11:25,SL,55,-142.61249999999862,-78.69375000000022,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-02-28,10:30,84.71,gap_open,1.0,75.0,100.0,83.86285282711874,10:34,SL,4,-92.57499999999932,-107.42500000000098,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-02-28,10:30,42.9,gap_filled_half,0.5,50.0,150.0,43.114475748093746,10:31,TP,1,57.53749999999885,21.231249999999402,77416b6d-484c-4183-a8ca-310f42cf5926
AMAT,2025-03-03,10:30,159.49,gap_filled_half,0.5,50.0,150.0,157.09756163257188,11:12,SL,42,-142.61249999999924,-78.6937500000002,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2025-03-03,10:30,101.265,gap_filled_half,0.5,50.0,150.0,99.74596889286094,13:09,SL,159,-142.61249999999964,-78.69375000000015,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2025-03-03,10:30,90.515,gap_open,1.0,75.0,100.0,89.60979959445937,10:57,SL,27,-92.5750000000001,-107.42500000000018,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-03,10:30,349.353,gap_open,1.0,75.0,100.0,345.85927545404815,10:34,SL,4,-92.57499999999952,-107.42499999999943,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-03,10:30,195.15,gap_filled_half,0.5,50.0,150.0,196.12563967926562,10:31,TP,1,57.5374999999989,21.231249999999427,77416b6d-484c-4183-a8ca-310f42cf5926
CIEN,2025-03-03,10:30,78.75,gap_filled_half,0.5,50.0,150.0,77.56870636757812,11:28,SL,58,-142.6125000000014,-78.6937500000003,77416b6d-484c-4183-a8ca-310f42cf5926
INTC,2025-03-03,10:30,24.6454,gap_filled_half,0.5,50.0,150.0,24.768613067647312,10:30,TP,0,57.53750000000007,21.23124999999988,77416b6d-484c-4183-a8ca-310f42cf5926
KLAC,2025-03-03,10:30,725.95,gap_filled_half,0.5,50.0,150.0,715.0603477783282,11:37,SL,67,-142.61249999999984,-78.6937500000002,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2025-03-03,10:30,68.2,gap_filled_half,0.5,50.0,150.0,67.1769622129375,12:28,SL,118,-142.61249999999984,-78.69375000000095,77416b6d-484c-4183-a8ca-310f42cf5926
LRCX,2025-03-03,10:30,79.35,gap_filled_half,0.5,50.0,150.0,78.15970603514062,11:41,SL,71,-142.612500000001,-78.69375000000004,77416b6d-484c-4183-a8ca-310f42cf5926
MPWR,2025-03-03,10:30,606.27,gap_filled_half,0.5,50.0,150.0,597.1756140885282,11:34,SL,64,-142.6124999999989,-78.69374999999997,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2025-03-03,10:30,94.9788,gap_filled_half,0.5,50.0,150.0,93.55406537580863,12:54,SL,144,-142.61250000000004,-78.69374999999981,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-03,10:30,119.515,gap_open,1.0,75.0,100.0,118.31978344508437,12:12,SL,102,-92.57500000000007,-107.42500000000042,77416b6d-484c-4183-a8ca-310f42cf5926
NXPI,2025-03-03,10:30,221.5,gap_open,1.0,75.0,100.0,219.28487665218748,13:05,SL,155,-92.57500000000097,-107.42500000000071,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2025-03-03,10:30,47.7754,gap_filled_half,0.5,50.0,150.0,47.05874252944244,11:16,SL,46,-142.6124999999987,-78.69374999999991,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-03,10:30,88.875,gap_open,1.0,75.0,100.0,87.98620050773438,10:36,SL,6,-92.57499999999938,-107.42500000000025,77416b6d-484c-4183-a8ca-310f42cf5926
AMAT,2025-03-04,10:30,150.75,gap_filled_half,0.5,50.0,150.0,151.50366477914062,10:48,TP,18,57.53749999999971,21.23124999999946,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2025-03-04,10:30,96.74,gap_filled_half,0.5,50.0,150.0,97.22364531166873,10:49,TP,19,57.53749999999921,21.23124999999895,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2025-03-04,10:30,82.8,gap_open,1.0,75.0,100.0,83.42095307568749,10:45,TP,15,82.55624999999996,67.44374999999934,77416b6d-484c-4183-a8ca-310f42cf5926
APH,2025-03-04,10:30,61.83,gap_filled_half,0.5,50.0,150.0,62.13911504672812,10:32,TP,2,57.53750000000013,21.231249999999587,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-03-04,10:30,65.04,gap_open,1.0,75.0,100.0,65.5277631406125,10:35,TP,5,82.55625000000141,67.44374999999886,77416b6d-484c-4183-a8ca-310f42cf5926
GDDY,2025-03-04,10:30,173.58,gap_open,1.0,75.0,100.0,174.8817516289594,12:15,TP,105,82.55625000000094,67.44374999999961,77416b6d-484c-4183-a8ca-310f42cf5926
INTC,2025-03-04,11:30,20.83,gap_open,1.0,75.0,100.0,20.986213195248435,11:32,TP,2,82.55625000000013,67.44375000000021,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2025-03-04,11:30,61.53,gap_open,1.0,75.0,100.0,61.99144012979532,11:36,TP,6,82.55625000000165,67.44375000000076,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2025-03-04,10:30,87.91,gap_open,1.0,75.0,100.0,88.5692751797547,10:45,TP,15,82.55625000000104,67.44375000000126,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-04,10:30,111.6,gap_open,1.0,75.0,100.0,112.43693675418751,10:44,TP,14,82.55625000000157,67.44375000000106,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-04,11:30,111.82,gap_open,1.0,75.0,100.0,112.65858662950937,11:32,TP,2,82.55625000000109,67.44375000000011,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-04,10:30,80.74,gap_filled_half,0.5,50.0,150.0,87.1845625,19:00,TIME,0,806.2918008422103,395.0472555541231,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-04,11:30,80.31,gap_filled_half,0.5,50.0,150.0,87.1845625,19:00,TIME,0,864.1514132735646,423.93369958211815,77416b6d-484c-4183-a8ca-310f42cf5926
SNDK,2025-03-04,11:30,49.135,gap_open,1.0,75.0,100.0,48.64362263794687,11:42,SL,12,-92.57500000000047,-107.42500000000037,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-04,10:30,80.15,gap_open,1.0,75.0,100.0,80.75107957749219,10:37,TP,7,82.55625000000009,67.4437499999995,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-06,11:30,289.64,gap_open,1.0,75.0,100.0,291.81213585558123,11:34,TP,4,82.55625000000083,67.44374999999884,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-06,11:30,183.5,gap_open,1.0,75.0,100.0,181.6648978134375,11:51,SL,21,-92.57499999999928,-107.42500000000045,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-06,12:30,180.785,gap_open,1.0,75.0,100.0,178.9770493253531,12:49,SL,19,-92.57500000000014,-107.42500000000139,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2025-03-06,10:30,92.935,gap_open,1.0,75.0,100.0,92.00559824682189,11:21,SL,51,-92.57499999999882,-107.42499999999953,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2025-03-06,11:30,91.99,gap_open,1.0,75.0,100.0,91.07004877306875,11:51,SL,21,-92.57499999999938,-107.4250000000004,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-06,10:30,114.84,gap_open,1.0,75.0,100.0,113.69153604847499,11:27,SL,57,-92.57500000000078,-107.4250000000012,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2025-03-06,10:30,44.63,gap_open,1.0,75.0,100.0,44.96469970734219,10:44,TP,14,82.5562500000013,67.44374999999985,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2025-03-06,11:30,44.34,gap_open,1.0,75.0,100.0,43.896575308162504,12:02,SL,32,-92.57499999999908,-107.42500000000078,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-06,11:30,85.4,gap_open,1.0,75.0,100.0,86.04045160221878,11:30,TP,0,82.55625000000248,67.44375000000187,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-06,12:30,83.675,gap_open,1.0,75.0,100.0,82.83820340348439,13:29,SL,59,-92.57499999999861,-107.4249999999992,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-06,11:30,38.16,gap_filled_half,0.5,50.0,150.0,37.2220625,19:01,TIME,0,-238.46960167714798,-126.5504618915269,77416b6d-484c-4183-a8ca-310f42cf5926
WDC,2025-03-06,11:30,42.35,gap_open,1.0,75.0,100.0,41.92647641634375,12:04,SL,34,-92.57499999999972,-107.42499999999937,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-03-07,12:30,321.77,gap_open,1.0,75.0,100.0,324.1830926469078,12:33,TP,3,82.55625000000164,67.44375000000056,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2025-03-10,11:30,77.04,gap_open,1.0,75.0,100.0,77.61775633998752,11:33,TP,3,82.5562500000017,67.44375000000105,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-10,11:30,245.82,gap_open,1.0,75.0,100.0,247.6635106891969,11:31,TP,1,82.55625000000138,67.44375000000062,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-10,12:30,245.87,gap_open,1.0,75.0,100.0,243.41116308114377,12:36,SL,6,-92.5749999999994,-107.42499999999959,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-10,11:30,184.67,gap_open,1.0,75.0,100.0,182.82319716189375,11:57,SL,27,-92.57499999999857,-107.42500000000044,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2025-03-10,11:30,57.7,gap_open,1.0,75.0,100.0,58.13271730032813,11:37,TP,7,82.5562500000008,67.44375000000043,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-10,11:30,79.465,gap_open,1.0,75.0,100.0,80.06094246569454,11:33,TP,3,82.55625000000086,67.4437499999996,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-10,12:30,78.77,gap_open,1.0,75.0,100.0,77.98225613495623,12:52,SL,22,-92.57500000000081,-107.42500000000204,77416b6d-484c-4183-a8ca-310f42cf5926
AMAT,2025-03-11,10:30,146.24,gap_filled_half,0.5,50.0,150.0,146.9711173287,11:07,TP,37,57.53749999999889,21.23124999999942,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2025-03-11,10:30,78.54,gap_open,1.0,75.0,100.0,77.7545562630375,10:41,SL,11,-92.57500000000024,-107.42500000000022,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-11,11:30,248.0723,gap_filled_half,0.5,50.0,150.0,249.3125212616279,11:31,TP,1,57.53749999999936,21.231249999999054,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-11,10:30,187.0102,gap_open,1.0,75.0,100.0,188.4126705178132,10:31,TP,1,82.5562499999998,67.44374999999998,77416b6d-484c-4183-a8ca-310f42cf5926
CIEN,2025-03-11,11:30,64.53,gap_open,1.0,75.0,100.0,65.01393842963908,11:42,TP,12,82.55625000000228,67.44375000000187,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-03-11,11:30,66.11,gap_open,1.0,75.0,100.0,66.60578753422344,11:32,TP,2,82.55625000000065,67.44375000000025,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-03-11,10:30,320.875,gap_open,1.0,75.0,100.0,323.28138065412116,10:43,TP,13,82.55625000000175,67.4437500000013,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2025-03-11,11:30,62.25,gap_open,1.0,75.0,100.0,62.716839721757815,11:40,TP,10,82.55625000000109,67.44374999999962,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2025-03-11,10:30,87.33,gap_open,1.0,75.0,100.0,86.45665136810625,10:37,SL,7,-92.57499999999969,-107.42500000000051,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-11,10:30,106.305,gap_open,1.0,75.0,100.0,107.10222725496328,10:31,TP,1,82.55625000000016,67.4437499999993,77416b6d-484c-4183-a8ca-310f42cf5926
QCOM,2025-03-11,10:30,152.41,gap_filled_half,0.5,50.0,150.0,153.17196384072187,11:40,TP,70,57.53749999999942,21.231250000000184,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-11,10:30,37.52,gap_filled_half,0.5,50.0,150.0,37.707578789475,10:30,TP,0,57.53749999999989,21.231249999999616,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-03-13,10:30,63.54,gap_open,1.0,75.0,100.0,62.904564616162496,11:36,SL,66,-92.57500000000002,-107.42500000000035,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-13,10:30,80.38,gap_open,1.0,75.0,100.0,80.98280444714689,10:30,TP,0,82.55625000000204,67.4437500000015,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-13,10:30,83.17,gap_filled_half,0.5,50.0,150.0,83.58580298295936,10:30,TP,0,57.537499999999106,21.231249999999484,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2025-03-18,10:30,66.63,gap_open,1.0,75.0,100.0,67.12968723952969,10:38,TP,8,82.55625000000087,67.44375000000133,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-18,10:30,86.355,gap_open,1.0,75.0,100.0,85.49140191105938,10:57,SL,27,-92.57499999999986,-107.425,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2025-03-21,10:30,83.235,gap_filled_half,0.5,50.0,150.0,83.65112794621406,11:00,TP,30,57.537499999999454,21.231249999999836,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-21,11:30,40.33,gap_open,1.0,75.0,100.0,40.632452144232815,11:39,TP,9,82.55625000000119,67.44375000000062,77416b6d-484c-4183-a8ca-310f42cf5926
SNDK,2025-03-21,11:30,53.56,gap_open,1.0,75.0,100.0,53.024370173775004,11:46,SL,16,-92.57499999999936,-107.42500000000022,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-03-24,10:30,74.795,gap_open,1.0,75.0,100.0,75.3559201122711,10:42,TP,12,82.55625000000009,67.44375000000024,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-24,12:30,40.75,gap_open,1.0,75.0,100.0,41.05560190621094,12:37,TP,7,82.55625000000039,67.44374999999974,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-24,10:30,93.48,gap_open,1.0,75.0,100.0,93.8195825,15:50,TIME,320,43.85964912280665,28.805150523071752,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-25,10:30,343.845,gap_open,1.0,75.0,100.0,346.42364263659147,10:40,TP,10,82.55625000000157,67.4437500000004,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-03-25,10:30,387.7,gap_open,1.0,75.0,100.0,383.82278409956245,11:58,SL,88,-92.57500000000086,-107.42500000000078,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-25,10:30,96.34,gap_open,1.0,75.0,100.0,95.3765463506625,10:51,SL,21,-92.57500000000006,-107.42500000000082,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-25,10:30,41.75,gap_filled_half,0.5,50.0,150.0,41.95872639820312,10:31,TP,1,57.53749999999905,21.231249999999445,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-25,10:30,91.24,gap_open,1.0,75.0,100.0,91.42138249999999,15:50,TIME,320,27.40026304252521,12.370435018978158,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-26,11:30,329.0622,gap_open,1.0,75.0,100.0,325.7713947534874,12:03,SL,33,-92.57499999999993,-107.42500000000003,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-26,11:30,38.16,gap_filled_half,0.5,50.0,150.0,38.350778427674996,11:35,TP,5,57.537500000000534,21.23124999999943,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-26,10:30,82.9,gap_open,1.0,75.0,100.0,83.52170301901563,10:33,TP,3,82.55624999999966,67.44375000000063,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-26,11:30,83.665,gap_open,1.0,75.0,100.0,82.82830340905312,11:48,SL,18,-92.57500000000071,-107.42500000000098,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-27,10:30,321.99,gap_open,1.0,75.0,100.0,318.76992069181875,11:02,SL,32,-92.57499999999953,-107.42499999999991,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-27,10:30,174.73,gap_open,1.0,75.0,100.0,172.98260269723124,11:33,SL,63,-92.57499999999992,-107.42499999999947,77416b6d-484c-4183-a8ca-310f42cf5926
CIEN,2025-03-27,11:30,63.41,gap_open,1.0,75.0,100.0,62.77586468855625,12:55,SL,85,-92.57499999999938,-107.42500000000047,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-03-27,10:30,69.0,gap_open,1.0,75.0,100.0,69.51746089640625,10:45,TP,15,82.55624999999961,67.44375000000002,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-03-27,10:30,369.3,gap_open,1.0,75.0,100.0,365.6067943460625,11:31,SL,61,-92.57500000000047,-107.4250000000005,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-27,10:30,112.81,gap_open,1.0,75.0,100.0,113.65601106845781,10:38,TP,8,82.5562500000008,67.44374999999964,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-03-27,10:30,92.355,gap_open,1.0,75.0,100.0,93.04761016068986,10:35,TP,5,82.5562500000011,67.44375000000115,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-27,10:30,78.33,gap_open,1.0,75.0,100.0,78.91743060892031,10:34,TP,4,82.55625000000036,67.44375000000083,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-28,12:30,271.58,gap_open,1.0,75.0,100.0,273.6166960905218,12:34,TP,4,82.55624999999993,67.44374999999857,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-28,13:30,271.856,gap_open,1.0,75.0,100.0,273.8947659341075,13:40,TP,10,82.55625,67.44375000000075,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2025-03-31,10:30,101.3,gap_open,1.0,75.0,100.0,102.05969259139061,14:35,TP,245,82.55625000000002,67.44374999999931,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-03-31,10:30,248.7,gap_open,1.0,75.0,100.0,250.56510905704687,10:30,TP,0,82.5562500000008,67.44374999999948,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-03-31,10:30,161.58,gap_open,1.0,75.0,100.0,162.79175842958438,10:33,TP,3,82.5562499999999,67.44374999999951,77416b6d-484c-4183-a8ca-310f42cf5926
CIEN,2025-03-31,10:30,59.0,gap_open,1.0,75.0,100.0,59.442466563593754,10:34,TP,4,82.55625000000141,67.44374999999985,77416b6d-484c-4183-a8ca-310f42cf5926
INTC,2025-03-31,10:30,22.265,gap_open,1.0,75.0,100.0,22.431974882007033,10:33,TP,3,82.55625000000025,67.44375000000065,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2025-03-31,10:30,103.895,gap_open,1.0,75.0,100.0,104.67415362075548,10:34,TP,4,82.55625000000109,67.4437500000008,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2025-03-31,10:30,39.66,gap_open,1.0,75.0,100.0,39.95742752393437,10:33,TP,3,82.55624999999998,67.44375000000016,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-31,10:30,33.92,gap_open,1.0,75.0,100.0,34.17438077690001,10:33,TP,3,82.55625000000171,67.44375000000105,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-03-31,11:30,33.85,gap_open,1.0,75.0,100.0,34.10385581657032,11:47,TP,17,82.5562500000001,67.44375000000052,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-03-31,10:30,69.68,gap_open,1.0,75.0,100.0,70.20256051103752,10:33,TP,3,82.5562500000013,67.44375000000105,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-04-01,10:30,83.09,gap_open,1.0,75.0,100.0,83.71312791133907,10:42,TP,12,82.55625000000165,67.44374999999998,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-04-02,10:30,169.74,gap_filled_half,0.5,50.0,150.0,170.58860404385624,11:36,TP,66,57.53749999999946,21.231249999999118,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2025-04-02,10:30,66.815,gap_filled_half,0.5,50.0,150.0,65.81273798031407,11:15,SL,45,-142.6124999999991,-78.69374999999943,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-04-03,11:30,256.755,gap_open,1.0,75.0,100.0,258.6805169921274,11:34,TP,4,82.55625000000262,67.44375000000218,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-04-03,11:30,55.46,gap_open,1.0,75.0,100.0,55.87591856977813,11:32,TP,2,82.55625000000052,67.4437500000004,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-04-03,12:30,56.72,gap_open,1.0,75.0,100.0,56.15276841405,12:54,SL,24,-92.57499999999906,-107.42499999999998,77416b6d-484c-4183-a8ca-310f42cf5926
MCHP,2025-04-03,11:30,41.71,gap_open,1.0,75.0,100.0,42.02280136216094,11:32,TP,2,82.55625000000154,67.44374999999977,77416b6d-484c-4183-a8ca-310f42cf5926
MCHP,2025-04-03,13:30,40.175,gap_open,1.0,75.0,100.0,40.47628973207422,13:36,TP,6,82.55625000000126,67.44375000000039,77416b6d-484c-4183-a8ca-310f42cf5926
MPWR,2025-04-03,12:30,518.255,gap_open,1.0,75.0,100.0,513.0721613967469,12:34,SL,4,-92.57500000000012,-107.42499999999919,77416b6d-484c-4183-a8ca-310f42cf5926
SNDK,2025-04-03,13:30,38.87,gap_open,1.0,75.0,100.0,39.161502971642186,13:31,TP,1,82.55625000000131,67.44374999999968,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-04-04,10:30,47.59,gap_open,1.0,75.0,100.0,47.11407349831875,10:34,SL,4,-92.57499999999959,-107.42500000000081,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-04-04,11:30,49.175,gap_open,1.0,75.0,100.0,49.54378463160547,11:30,TP,0,82.55625000000089,67.44375000000052,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-04-04,10:30,315.15,gap_open,1.0,75.0,100.0,311.9983245008437,10:49,SL,19,-92.57500000000003,-107.42500000000058,77416b6d-484c-4183-a8ca-310f42cf5926
MPWR,2025-04-04,10:30,460.21,gap_open,1.0,75.0,100.0,455.60764372055627,10:46,SL,16,-92.57499999999925,-107.42499999999976,77416b6d-484c-4183-a8ca-310f42cf5926
MPWR,2025-04-04,12:30,472.11,gap_open,1.0,75.0,100.0,475.65055744641097,12:38,TP,8,82.55625000000089,67.44375000000034,77416b6d-484c-4183-a8ca-310f42cf5926
MSFT,2025-04-04,11:30,366.78,gap_filled_half,0.5,50.0,150.0,368.6136926546812,11:42,TP,12,57.53749999999874,21.231249999999662,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2025-04-04,12:30,74.38,gap_open,1.0,75.0,100.0,74.93780784745938,12:39,TP,9,82.556250000001,67.44375000000154,77416b6d-484c-4183-a8ca-310f42cf5926
QCOM,2025-04-04,12:30,129.9,gap_open,1.0,75.0,100.0,130.8741763832344,12:39,TP,9,82.55625000000285,67.44375000000132,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2025-04-04,12:30,28.92,gap_open,1.0,75.0,100.0,29.13688361049375,12:40,TP,10,82.55625000000022,67.44374999999982,77416b6d-484c-4183-a8ca-310f42cf5926
SNDK,2025-04-04,11:30,30.24,gap_open,1.0,75.0,100.0,30.466782862425003,11:30,TP,0,82.55625000000124,67.44375000000106,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2025-04-04,14:30,57.0,gap_open,1.0,75.0,100.0,57.42746769703125,14:30,TP,0,82.55625000000009,67.44374999999981,77416b6d-484c-4183-a8ca-310f42cf5926
WDC,2025-04-04,10:30,30.62,gap_open,1.0,75.0,100.0,30.849632647071875,10:32,TP,2,82.55625000000049,67.4437499999999,77416b6d-484c-4183-a8ca-310f42cf5926
ZBRA,2025-04-04,12:30,222.48,gap_open,1.0,75.0,100.0,224.1484739164125,12:55,TP,25,82.55625000000109,67.44375000000042,77416b6d-484c-4183-a8ca-310f42cf5926
AAPL,2025-04-07,12:30,178.1,gap_filled_half,0.5,50.0,150.0,178.99039931784372,12:32,TP,2,57.53749999999928,21.231249999999235,77416b6d-484c-4183-a8ca-310f42cf5926
AAPL,2025-04-07,13:30,181.555,gap_filled_half,0.5,50.0,150.0,182.46267236468904,13:45,TP,15,57.53749999999828,21.231249999999164,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-04-07,11:30,223.405,gap_open,1.0,75.0,100.0,225.08041089219765,11:30,TP,0,82.5562499999999,67.44374999999974,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-04-07,12:30,228.96,gap_open,1.0,75.0,100.0,230.677070244075,12:32,TP,2,82.5562500000003,67.44374999999981,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2025-04-07,13:30,238.0,gap_open,1.0,75.0,100.0,235.61986746375,13:31,SL,1,-92.57499999999975,-107.42500000000007,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2025-04-07,11:30,148.24,gap_filled_half,0.5,50.0,150.0,148.98111619807497,11:30,TP,0,57.53749999999846,21.231249999999065,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2025-04-07,11:30,51.07,gap_filled_half,0.5,50.0,150.0,51.32532112949062,11:30,TP,0,57.53749999999916,21.23124999999925,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-04-07,11:30,316.69,gap_filled_half,0.5,50.0,150.0,318.27327097118433,11:30,TP,0,57.537499999999795,21.23124999999897,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2025-04-07,12:30,320.9,gap_filled_half,0.5,50.0,150.0,322.5043185912187,12:31,TP,1,57.537499999999135,21.231249999999285,77416b6d-484c-4183-a8ca-310f42cf5926
