symbol,signal_date,signal_time_et,entry_price,branch_label,position_size,tp_bps_used,sl_bps_used,exit_price,exit_time_et,exit_reason,minutes_held,gross_return_bps,net_return_bps,run_uuid
AMD,2024-04-23,10:30,152.82,gap_open,1.0,75.0,100.0,152.1158275,15:50,TIME,320,-38.60751210574555,-53.538402669664634,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-04-23,10:30,181.692,gap_filled_half,0.5,50.0,150.0,182.60035728724125,10:57,TP,27,57.53749999999964,21.231249999999886,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2024-04-23,10:30,112.39,gap_filled_half,0.5,50.0,150.0,112.26573749999999,15:50,TIME,320,-3.5590355013796824,-9.271229690109775,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-04-24,10:30,88.325,gap_open,1.0,75.0,100.0,87.44170081401562,10:35,SL,5,-92.57500000000033,-107.42500000000085,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2024-04-25,10:30,66.86,gap_filled_half,0.5,50.0,150.0,65.85706295538125,11:14,SL,44,-142.61249999999978,-78.69374999999982,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-04-29,10:30,159.409,gap_filled_half,0.5,50.0,150.0,160.20595488409967,11:19,TP,49,57.5374999999996,21.231249999999182,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-01,12:30,73.5,gap_open,1.0,75.0,100.0,72.7649590696875,12:41,SL,11,-92.57499999999952,-107.42499999999963,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-01,13:30,73.25,gap_open,1.0,75.0,100.0,73.79933348785157,13:46,TP,16,82.55625000000188,67.44374999999984,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-05-03,10:30,148.3144,gap_open,1.0,75.0,100.0,149.42667394744862,11:46,TP,76,82.55625000000023,67.44374999999906,77416b6d-484c-4183-a8ca-310f42cf5926
LITE,2024-05-03,10:30,45.95,gap_open,1.0,75.0,100.0,45.49047441159375,12:47,SL,137,-92.57499999999972,-107.42500000000099,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-05-03,10:30,87.89,gap_open,1.0,75.0,100.0,88.54912519108908,12:05,TP,95,82.5562500000011,67.44375000000166,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-05-03,10:30,23.195,gap_open,1.0,75.0,100.0,22.963037083284373,11:10,SL,40,-92.57500000000009,-107.42500000000132,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-03,10:30,78.59,gap_open,1.0,75.0,100.0,79.17938046157344,10:44,TP,14,82.55625000000134,67.44375000000038,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-05-06,10:30,128.51,gap_filled_half,0.5,50.0,150.0,128.81331749999998,15:50,TIME,320,31.125982413820378,8.045284999754472,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-06,10:30,80.49,gap_open,1.0,75.0,100.0,81.09362938480781,11:20,TP,50,82.55625000000083,67.44375000000085,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-05-09,10:30,86.6191,gap_open,1.0,75.0,100.0,87.26869416133194,10:31,TP,1,82.55625000000109,67.44375000000068,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-05-09,11:30,87.52,gap_open,1.0,75.0,100.0,88.17635040077501,11:35,TP,5,82.55625000000134,67.44375000000106,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-05-09,10:30,21.24,gap_filled_half,0.5,50.0,150.0,21.346187992762495,10:35,TP,5,57.5374999999993,21.23124999999896,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-09,10:30,80.05,gap_open,1.0,75.0,100.0,80.65032963416408,10:32,TP,2,82.55625000000218,67.44375000000173,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-14,10:30,81.33,gap_filled_half,0.5,50.0,150.0,81.73660402313436,10:31,TP,1,57.53749999999823,21.231249999999346,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-15,10:30,86.3,gap_open,1.0,75.0,100.0,86.94720109217187,10:33,TP,3,82.55624999999989,67.44374999999982,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-15,11:30,89.3,gap_open,1.0,75.0,100.0,89.96969939201563,11:51,TP,21,82.55625000000119,67.44375000000066,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-05-16,10:30,101.39,gap_open,1.0,75.0,100.0,100.37604353844374,11:53,SL,83,-92.57500000000026,-107.42500000000116,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-20,10:30,88.76,gap_open,1.0,75.0,100.0,87.872350571775,10:34,SL,4,-92.57500000000073,-107.42500000000025,77416b6d-484c-4183-a8ca-310f42cf5926
KEYS,2024-05-21,10:30,143.92,gap_open,1.0,75.0,100.0,144.9993184378375,11:15,TP,45,82.5562500000014,67.44375000000007,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2024-05-21,10:30,127.53,gap_open,1.0,75.0,100.0,128.48640272635782,10:40,TP,10,82.55625000000134,67.44375000000092,77416b6d-484c-4183-a8ca-310f42cf5926
PANW,2024-05-21,10:30,154.97,gap_open,1.0,75.0,100.0,156.13218717559533,10:34,TP,4,82.55625000000165,67.44375000000095,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-21,10:30,90.77,gap_filled_half,0.5,50.0,150.0,91.22379868658436,10:33,TP,3,57.53749999999921,21.231249999999307,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-22,10:30,90.1,gap_filled_half,0.5,50.0,150.0,90.55044906534374,10:40,TP,10,57.537499999999525,21.231249999999562,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2024-05-23,11:30,74.96,gap_open,1.0,75.0,100.0,75.5221575187625,11:39,TP,9,82.55625000000099,67.44375000000106,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-05-23,10:30,104.22,gap_open,1.0,75.0,100.0,105.00159093657187,11:57,TP,87,82.55624999999998,67.44375000000004,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-05-23,11:30,90.48,gap_filled_half,0.5,50.0,150.0,90.93234885052499,11:41,TP,11,57.5374999999985,21.23124999999936,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-05-24,11:30,273.46,gap_open,1.0,75.0,100.0,275.51079502509066,11:41,TP,11,82.55625000000138,67.44375000000092,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-05-28,10:30,166.11,gap_open,1.0,75.0,100.0,167.35573086234848,10:58,TP,28,82.55625000000133,67.44375000000159,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-05-29,10:30,165.24,gap_open,1.0,75.0,100.0,166.47920635539376,11:26,TP,56,82.55625000000049,67.44374999999977,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-05-29,10:30,113.68,gap_filled_half,0.5,50.0,150.0,114.24833573527499,10:33,TP,3,57.537499999999014,21.231249999999115,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-05-29,10:30,104.58,gap_filled_half,0.5,50.0,150.0,105.10284087961874,12:24,TP,114,57.537499999999376,21.23124999999962,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-05-31,12:30,131.35,gap_open,1.0,75.0,100.0,132.33505056149218,12:30,TP,0,82.55624999999958,67.44375000000012,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-03,11:30,132.02,gap_filled_half,0.5,50.0,150.0,132.68002536744373,11:31,TP,1,57.537499999998744,21.23124999999864,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-04,10:30,137.5925,gap_filled_half,0.5,50.0,150.0,135.52853626515548,11:06,SL,36,-142.61249999999814,-78.69375000000015,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-06-04,10:30,21.425,gap_filled_half,0.5,50.0,150.0,21.532112888179686,10:31,TP,1,57.53749999999921,21.231249999998933,77416b6d-484c-4183-a8ca-310f42cf5926
STX,2024-06-04,12:30,90.69,gap_filled_half,0.5,50.0,150.0,91.14339873180936,12:30,TP,0,57.53749999999918,21.231249999999267,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-06-04,10:30,90.4,gap_open,1.0,75.0,100.0,89.49594965850001,10:57,SL,27,-92.57499999999985,-107.42500000000015,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-06-06,10:30,167.58,gap_filled_half,0.5,50.0,150.0,168.41780526493125,10:36,TP,6,57.53749999999981,21.231249999999385,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-06-06,10:30,23.355,gap_open,1.0,75.0,100.0,23.530149264283597,10:56,TP,26,82.55625000000096,67.44375000000143,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-06-07,10:30,87.09,gap_open,1.0,75.0,100.0,86.21905150175625,11:20,SL,50,-92.57499999999959,-107.42500000000055,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-10,10:30,133.97,gap_filled_half,0.5,50.0,150.0,134.63977426508436,10:41,TP,11,57.537499999998914,21.2312499999989,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-10,10:30,79.63,gap_open,1.0,75.0,100.0,80.22717987218594,10:39,TP,9,82.55625000000171,67.44375000000039,77416b6d-484c-4183-a8ca-310f42cf5926
ADSK,2024-06-11,11:30,206.935,gap_open,1.0,75.0,100.0,208.48689522605548,12:44,TP,74,82.55625000000124,67.44375000000024,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-06-11,11:30,74.46,gap_open,1.0,75.0,100.0,73.71535853508749,11:33,SL,3,-92.57500000000003,-107.42500000000129,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-06-11,12:30,74.03,gap_open,1.0,75.0,100.0,74.58518304581094,12:47,TP,17,82.55624999999928,67.44375000000034,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-06-11,10:30,279.27,gap_open,1.0,75.0,100.0,281.3643667324547,10:33,TP,3,82.55625000000107,67.44375000000112,77416b6d-484c-4183-a8ca-310f42cf5926
FTNT,2024-06-11,12:30,59.48,gap_filled_half,0.5,50.0,150.0,58.587767044362494,12:40,SL,10,-142.6125000000007,-78.69375000000016,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-06-12,11:30,75.17,gap_filled_half,0.5,50.0,150.0,75.54580750545936,13:26,TP,116,57.53749999999877,21.23124999999946,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-06-13,10:30,159.0899,gap_filled_half,0.5,50.0,150.0,159.88525956449087,12:59,TP,149,57.53749999999807,21.231249999999008,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2024-06-13,10:30,80.91,gap_open,1.0,75.0,100.0,81.51677914678594,11:41,TP,71,82.55625000000131,67.4437500000004,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-13,10:30,133.62,gap_open,1.0,75.0,100.0,134.62207427504063,10:37,TP,7,82.5562500000002,67.44375000000079,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2024-06-13,10:30,141.45,gap_filled_half,0.5,50.0,150.0,142.15717003654686,10:39,TP,9,57.537499999999476,21.231249999999793,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-06-13,10:30,128.29,gap_open,1.0,75.0,100.0,129.25210229565155,14:51,TP,261,82.55624999999989,67.44375000000036,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2024-06-13,10:30,74.6,gap_filled_half,0.5,50.0,150.0,74.97295782768748,10:39,TP,9,57.537499999998715,21.23124999999936,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-13,10:30,82.32,gap_filled_half,0.5,50.0,150.0,82.731553463475,10:36,TP,6,57.537499999999795,21.2312500000001,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-13,11:30,84.86,gap_filled_half,0.5,50.0,150.0,85.28425202758125,11:33,TP,3,57.537499999999675,21.231249999999324,77416b6d-484c-4183-a8ca-310f42cf5926
SWKS,2024-06-13,10:30,103.385,gap_filled_half,0.5,50.0,150.0,103.90186655516717,10:30,TP,0,57.53749999999885,21.231249999999015,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-06-13,10:30,90.87,gap_open,1.0,75.0,100.0,91.5514735022672,11:00,TP,30,82.55625000000084,67.44375000000126,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-06-14,10:30,280.605,gap_open,1.0,75.0,100.0,277.79879373809064,11:49,SL,79,-92.57500000000009,-107.42500000000018,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-06-14,10:30,132.64,gap_filled_half,0.5,50.0,150.0,130.65032650914998,11:17,SL,47,-142.6124999999998,-78.69375000000035,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2024-06-17,10:30,180.17,gap_open,1.0,75.0,100.0,181.5211728942828,12:37,TP,127,82.55625000000181,67.44375000000016,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-17,11:30,143.77,gap_open,1.0,75.0,100.0,142.33221993808127,11:38,SL,8,-92.57499999999936,-107.4250000000005,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2024-06-17,10:30,142.685,gap_open,1.0,75.0,100.0,143.75505663773515,10:54,TP,24,82.55624999999928,67.44375000000001,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-06-17,10:30,130.3065,gap_filled_half,0.5,50.0,150.0,130.95795883610668,10:36,TP,6,57.53749999999793,21.23124999999872,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-06-17,10:30,23.815,gap_filled_half,0.5,50.0,150.0,23.934061537082812,10:33,TP,3,57.537499999999355,21.23124999999974,77416b6d-484c-4183-a8ca-310f42cf5926
QCOM,2024-06-17,12:30,218.75,gap_filled_half,0.5,50.0,150.0,219.84362633789058,15:21,TP,171,57.537499999998545,21.23124999999905,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-17,10:30,83.61,gap_open,1.0,75.0,100.0,84.2370276166453,10:37,TP,7,82.55625000000013,67.44374999999914,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-18,10:30,152.07,gap_open,1.0,75.0,100.0,153.2104388190797,10:46,TP,16,82.55625000000171,67.44375000000116,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-18,11:30,151.6,gap_open,1.0,75.0,100.0,152.7369140854375,12:04,TP,34,82.55625000000013,67.44375000000012,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-18,10:30,93.1,gap_filled_half,0.5,50.0,150.0,93.56544736940624,10:33,TP,3,57.537499999999994,21.23124999999947,77416b6d-484c-4183-a8ca-310f42cf5926
AMAT,2024-06-20,10:30,243.56,gap_open,1.0,75.0,100.0,241.124264367525,12:30,SL,120,-92.57500000000006,-107.42500000000013,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-06-20,10:30,80.28,gap_filled_half,0.5,50.0,150.0,80.68135461671248,10:37,TP,7,57.53749999999794,21.23124999999898,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-06-20,10:30,152.2,gap_filled_half,0.5,50.0,150.0,152.96091395943745,10:31,TP,1,57.53749999999808,21.231249999998838,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-06-20,10:30,259.69,gap_open,1.0,75.0,100.0,257.09295538513123,10:55,SL,25,-92.57499999999962,-107.42500000000099,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-06-20,10:30,138.16,gap_open,1.0,75.0,100.0,139.1961217021375,11:01,TP,31,82.5562500000014,67.44375000000002,77416b6d-484c-4183-a8ca-310f42cf5926
ON,2024-06-20,10:30,69.165,gap_open,1.0,75.0,100.0,68.47331148374063,12:00,SL,90,-92.57499999999985,-107.4249999999999,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-20,10:30,98.26,gap_open,1.0,75.0,100.0,98.99689431421564,10:31,TP,1,82.55625000000039,67.44375000000069,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-20,11:30,99.6,gap_open,1.0,75.0,100.0,98.60394453525,11:35,SL,5,-92.5749999999992,-107.42500000000075,77416b6d-484c-4183-a8ca-310f42cf5926
WDC,2024-06-20,10:30,77.965,gap_filled_half,0.5,50.0,150.0,78.35478092541094,10:31,TP,1,57.537500000000286,21.23124999999935,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-06-24,11:30,119.81,gap_open,1.0,75.0,100.0,120.70850710142658,11:39,TP,9,82.55625000000182,67.4437500000003,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-24,11:30,83.78,gap_open,1.0,75.0,100.0,82.9421533450125,12:59,SL,89,-92.57499999999929,-107.42500000000098,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-06-25,11:30,124.095,gap_open,1.0,75.0,100.0,125.02564217303673,11:57,TP,27,82.55625000000103,67.44375000000026,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-06-28,11:30,85.46,gap_open,1.0,75.0,100.0,84.60535240946251,12:04,SL,34,-92.57499999999843,-107.42499999999893,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2024-07-01,10:30,385.49,gap_filled_half,0.5,50.0,150.0,387.41723207768433,11:41,TP,71,57.5374999999992,21.231249999998912,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-07-01,10:30,137.69,gap_filled_half,0.5,50.0,150.0,138.37837216212185,10:35,TP,5,57.537499999999454,21.231249999998578,77416b6d-484c-4183-a8ca-310f42cf5926
PANW,2024-07-01,10:30,170.33,gap_filled_half,0.5,50.0,150.0,170.31216999999998,15:50,TIME,320,6.458052016672648,-4.270193116333129,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-07-01,10:30,25.58,gap_filled_half,0.5,50.0,150.0,25.707885539306243,10:54,TP,24,57.537499999998886,21.231249999998987,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-01,10:30,79.36,gap_filled_half,0.5,50.0,150.0,79.7567551368,10:36,TP,6,57.537500000000165,21.231249999999353,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-02,10:30,83.4,gap_filled_half,0.5,50.0,150.0,83.8169528529375,10:31,TP,1,57.53749999999942,21.231249999999818,77416b6d-484c-4183-a8ca-310f42cf5926
COHR,2024-07-05,10:30,73.58,gap_filled_half,0.5,50.0,150.0,73.94785840430625,10:53,TP,23,57.53749999999962,21.231249999999214,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-07-05,10:30,26.975,gap_open,1.0,75.0,100.0,27.177297212761722,10:33,TP,3,82.5562500000008,67.44375000000007,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-07-08,10:30,141.87,gap_open,1.0,75.0,100.0,142.93394459961095,10:46,TP,16,82.55625000000143,67.44375000000068,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-08,10:30,89.73,gap_open,1.0,75.0,100.0,88.83265003160626,10:34,SL,4,-92.57499999999916,-107.42499999999997,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-08,11:30,91.3,gap_open,1.0,75.0,100.0,90.3869491573125,11:43,SL,13,-92.57499999999946,-107.42500000000035,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-07-09,13:30,145.595,gap_filled_half,0.5,50.0,150.0,145.57074,15:50,TIME,140,5.838112572547681,-4.579698232266757,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-09,13:30,89.4,gap_filled_half,0.5,50.0,150.0,89.84694946106251,13:34,TP,4,57.537500000000406,21.23124999999961,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-07-10,10:30,27.57,gap_filled_half,0.5,50.0,150.0,27.707834414334375,11:24,TP,54,57.53749999999975,21.231249999999662,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-10,11:30,90.1,gap_filled_half,0.5,50.0,150.0,90.55044906534374,11:32,TP,2,57.537499999999525,21.231249999999562,77416b6d-484c-4183-a8ca-310f42cf5926
AMAT,2024-07-11,10:30,250.12,gap_filled_half,0.5,50.0,150.0,246.3680614178875,11:26,SL,56,-142.61249999999993,-78.69375000000004,77416b6d-484c-4183-a8ca-310f42cf5926
ANET,2024-07-11,10:30,89.34,gap_filled_half,0.5,50.0,150.0,89.78664949498125,11:14,TP,44,57.53749999999999,21.231249999999182,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2024-07-11,10:30,171.28,gap_filled_half,0.5,50.0,150.0,168.710705100175,12:58,SL,148,-142.6124999999987,-78.6937500000004,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2024-07-11,10:30,373.74,gap_filled_half,0.5,50.0,150.0,375.6084887201062,10:34,TP,4,57.53749999999832,21.23124999999935,77416b6d-484c-4183-a8ca-310f42cf5926
DELL,2024-07-11,10:30,142.27,gap_filled_half,0.5,50.0,150.0,142.9812695729906,10:50,TP,20,57.537499999999426,21.231249999998795,77416b6d-484c-4183-a8ca-310f42cf5926
INTC,2024-07-11,10:30,34.275,gap_filled_half,0.5,50.0,150.0,33.760856009507805,11:35,SL,65,-142.61250000000132,-78.69375000000078,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-07-11,10:30,131.82,gap_filled_half,0.5,50.0,150.0,129.84262696348125,10:59,SL,29,-142.61249999999876,-78.69375000000036,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-07-11,10:30,28.12,gap_filled_half,0.5,50.0,150.0,28.2605841034125,10:32,TP,2,57.537499999999866,21.2312499999999,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-11,10:30,87.9,gap_filled_half,0.5,50.0,150.0,88.33945030903125,10:30,TP,0,57.53749999999937,21.231249999999253,77416b6d-484c-4183-a8ca-310f42cf5926
WDC,2024-07-11,10:30,78.11,gap_open,1.0,75.0,100.0,78.69578073359844,11:07,TP,37,82.55625000000104,67.44375000000038,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-07-15,10:30,216.32,gap_open,1.0,75.0,100.0,214.1566795368,10:39,SL,9,-92.57499999999975,-107.42499999999963,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-07-16,10:30,175.625,gap_open,1.0,75.0,100.0,176.94208797001954,14:36,TP,246,82.55625000000111,67.44375000000039,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2024-07-16,10:30,168.685,gap_filled_half,0.5,50.0,150.0,169.52832964026092,11:11,TP,41,57.53749999999938,21.231249999998994,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-07-16,10:30,217.69,gap_filled_half,0.5,50.0,150.0,218.77832693712185,10:39,TP,9,57.53749999999917,21.231249999998994,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-07-16,10:30,125.86,gap_filled_half,0.5,50.0,150.0,126.48922884976874,10:42,TP,12,57.53749999999909,21.231249999999235,77416b6d-484c-4183-a8ca-310f42cf5926
AVGO,2024-07-17,10:30,160.1,gap_open,1.0,75.0,100.0,161.30065926832816,10:55,TP,25,82.55625000000218,67.44375000000173,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2024-07-17,10:30,122.43,gap_open,1.0,75.0,100.0,121.20563182179376,11:43,SL,73,-92.57499999999996,-107.42500000000035,77416b6d-484c-4183-a8ca-310f42cf5926
NXPI,2024-07-17,10:30,294.115,gap_filled_half,0.5,50.0,150.0,295.58540873311404,10:35,TP,5,57.53749999999938,21.23124999999946,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-07-17,10:30,83.6,gap_open,1.0,75.0,100.0,84.2269526223125,10:38,TP,8,82.55625000000101,67.44374999999935,77416b6d-484c-4183-a8ca-310f42cf5926
AMD,2024-07-18,11:30,154.1117,gap_filled_half,0.5,50.0,150.0,154.8821713787296,12:22,TP,52,57.53749999999953,21.231249999999452,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-07-18,10:30,211.96,gap_filled_half,0.5,50.0,150.0,213.0196801763625,10:50,TP,20,57.53749999999921,21.23124999999953,77416b6d-484c-4183-a8ca-310f42cf5926
INTC,2024-07-18,11:30,35.95,gap_open,1.0,75.0,100.0,35.59047998034376,13:07,SL,97,-92.57499999999862,-107.42499999999937,77416b6d-484c-4183-a8ca-310f42cf5926
MU,2024-07-18,11:30,114.96,gap_filled_half,0.5,50.0,150.0,115.53473501167497,11:39,TP,9,57.53749999999822,21.231249999999,77416b6d-484c-4183-a8ca-310f42cf5926
PLTR,2024-07-19,10:30,28.94,gap_filled_half,0.5,50.0,150.0,29.084683639856248,10:30,TP,0,57.53749999999971,21.23124999999931,77416b6d-484c-4183-a8ca-310f42cf5926
NVDA,2024-07-22,10:30,122.86,gap_open,1.0,75.0,100.0,121.6313315823375,11:09,SL,39,-92.5750000000004,-107.42500000000054,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-07-22,10:30,87.99,gap_open,1.0,75.0,100.0,87.11005100056875,11:30,SL,60,-92.57499999999919,-107.42500000000076,77416b6d-484c-4183-a8ca-310f42cf5926
CRWD,2024-07-23,12:30,274.1,gap_filled_half,0.5,50.0,150.0,275.47034504784375,12:34,TP,4,57.53749999999926,21.231249999999402,77416b6d-484c-4183-a8ca-310f42cf5926
FSLR,2024-07-24,10:30,227.1,gap_open,1.0,75.0,100.0,224.8288735336875,10:46,SL,16,-92.57499999999943,-107.42500000000065,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-07-24,10:30,85.56,gap_filled_half,0.5,50.0,150.0,85.9877516318625,10:33,TP,3,57.53749999999874,21.231249999999275,77416b6d-484c-4183-a8ca-310f42cf5926
VRT,2024-07-24,11:30,83.525,gap_filled_half,0.5,50.0,150.0,83.94257778227345,11:30,TP,0,57.53750000000023,21.231249999999775,77416b6d-484c-4183-a8ca-310f42cf5926
APH,2024-07-25,10:30,61.47,gap_filled_half,0.5,50.0,150.0,61.77731525024062,10:44,TP,14,57.537499999999916,21.231249999999328,77416b6d-484c-4183-a8ca-310f42cf5926
APP,2024-07-25,10:30,75.22,gap_open,1.0,75.0,100.0,75.78410737141563,10:31,TP,1,82.55625000000013,67.44375000000059,77416b6d-484c-4183-a8ca-310f42cf5926
INTC,2024-07-25,10:30,31.29,gap_open,1.0,75.0,100.0,31.524657267370312,10:51,TP,21,82.55625000000092,67.44374999999935,77416b6d-484c-4183-a8ca-310f42cf5926
LRCX,2024-07-25,10:30,89.86,gap_filled_half,0.5,50.0,150.0,90.30924920101874,10:45,TP,15,57.53749999999942,21.231249999999445,77416b6d-484c-4183-a8ca-310f42cf5926
MCHP,2024-07-25,10:30,85.26,gap_open,1.0,75.0,100.0,85.89940168155938,10:53,TP,23,82.5562500000012,67.4437499999998,77416b6d-484c-4183-a8ca-310f42cf5926
MPWR,2024-07-25,10:30,781.25,gap_open,1.0,75.0,100.0,787.1089322509765,10:36,TP,6,82.55625,67.4437499999995,77416b6d-484c-4183-a8ca-310f42cf5926
MPWR,2024-07-25,11:30,797.05,gap_open,1.0,75.0,100.0,803.0274232968202,12:03,TP,33,82.55624999999978,67.44374999999926,77416b6d-484c-4183-a8ca-310f42cf5926
MSFT,2024-07-25,10:30,421.08,gap_filled_half,0.5,50.0,150.0,423.1851619582124,10:43,TP,13,57.537499999998786,21.23124999999907,77416b6d-484c-4183-a8ca-310f42cf5926
PANW,2024-07-25,10:30,160.9,gap_filled_half,0.5,50.0,150.0,161.70440904121875,10:47,TP,17,57.53749999999957,21.231249999999736,77416b6d-484c-4183-a8ca-310f42cf5926
SMCI,2024-07-25,11:30,69.98,gap_open,1.0,75.0,100.0,69.28016102988751,11:41,SL,11,-92.57499999999955,-107.42499999999988,77416b6d-484c-4183-a8ca-310f42cf5926
